MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE
b'USNO-A2.0 1275-08272454',13 33 01.699,+39 08 32.86,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2687006311520931108',13 41 15.897,+37 46 31.52,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 1275-08262820',13 29 29.568,+38 43 10.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J13285243+3734393',13 28 52.43,+37 34 39.4,6.0,6.0,180.0,170.0,20.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1275-08259690',13 28 17.710,+39 15 29.99,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2687006332995766222',13 47 13.301,+38 55 47.27,7.0,7.0,6000.0,56.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1275-08313669',13 47 12.883,+39 09 35.17,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08271410',13 32 39.084,+39 22 47.68,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASX J13423591+3945328',13 42 35.914,+39 45 32.84,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'USNO-A2.0 1275-08265098',13 30 22.224,+38 39 26.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08266000',13 30 39.991,+40 09 16.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08303191',13 43 33.559,+38 56 03.05,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08292073',13 39 52.358,+39 19 04.69,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08315834',13 48 00.394,+39 22 32.12,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08262346',13 29 19.013,+40 17 39.01,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08298367',13 41 56.069,+39 03 46.19,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08301459',13 42 59.122,+39 20 10.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J133850.88+385216.0',13 38 50.881,+38 52 16.12,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1275-08259359',13 28 10.070,+38 43 25.21,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J13284889+3729596',13 28 48.89,+37 29 59.6,6.0,6.0,90.0,80.0,86.0,B,I,b'2003yCat.2246....0C'
b'FIRST J135144.9+383408',13 51 44.949,+38 34 08.31,7.0,7.0,60.0,54.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1275-08262188',13 29 15.317,+38 17 40.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08322116',13 50 04.459,+40 08 51.61,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08258632',13 27 53.050,+39 04 52.25,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08321079',13 49 46.634,+39 14 31.52,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2687006328700799050',13 51 48.989,+39 43 33.38,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 1275-08258601',13 27 52.200,+37 33 29.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08259385',13 28 10.776,+37 32 43.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'[DCD2013] CSS J134455.0+384530',13 44 55.09,+38 45 30.3,6.0,6.0,120.0,70.0,0.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1275-08308446',13 45 21.857,+38 41 35.12,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08266967',13 31 00.977,+39 10 19.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J135136.57+381642.8',13 51 36.578,+38 16 42.81,7.0,7.0,71.0,50.0,90.0,C,O,b'2012ApJS..203...21A'
b'USNO-A2.0 1275-08279595',13 35 33.005,+39 32 46.36,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'7C 134805.70+382657.00',13 50 15.0,+38 12 07,5.0,5.0,66.0,66.0,90.0,B,R,b'2003MNRAS.341....1M'
b'USNO-A2.0 1275-08263095',13 29 36.353,+37 56 29.51,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08261449',13 28 58.315,+37 41 37.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08281394',13 36 08.374,+37 51 29.66,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08263898',13 29 54.996,+37 31 25.00,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08304929',13 44 08.885,+39 17 11.51,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J13414231+3943406',13 41 42.31,+39 43 40.6,6.0,6.0,270.0,250.0,103.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1275-08288054',13 38 26.892,+39 54 41.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08304064',13 43 50.878,+40 08 12.01,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08260963',13 28 46.764,+38 16 10.31,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'FIRST J133755.7+402150',13 37 55.821,+40 21 49.89,7.0,7.0,39.0,34.0,0.0,C,O,b'2012ApJS..203...21A'
b'USNO-A2.0 1275-08257197',13 27 19.838,+40 01 03.00,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08303922',13 43 48.206,+40 04 37.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08290019',13 39 07.716,+40 21 03.31,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08327348',13 51 35.858,+40 22 34.50,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08308408',13 45 21.108,+40 07 10.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2686935977136491405',13 30 26.605,+38 08 52.48,7.0,7.0,43.0,40.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1275-08317858',13 48 43.620,+39 07 15.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08298706',13 42 02.633,+39 38 11.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08270826',13 32 25.781,+39 44 57.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08262560',13 29 23.556,+39 07 18.95,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2687006311520930254',13 38 27.819,+37 35 56.30,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 1275-08266298',13 30 46.361,+37 31 42.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08262149',13 29 14.527,+39 31 37.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08264173',13 30 01.231,+40 15 08.35,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08316162',13 48 07.346,+39 13 01.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08266293',13 30 46.207,+43 48 54.29,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08313467',13 40 52.498,+46 12 34.27,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08259087',13 28 03.250,+43 55 02.68,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08257361',13 27 23.515,+43 40 20.89,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'87GB 134059.9+435846',13 43 05.9,+43 43 23,5.0,5.0,40.0,40.0,90.0,B,R,b'2001A&A...369..380F'
b'USNO-A2.0 1350-08312411',13 40 27.626,+45 20 15.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08306105',13 44 32.686,+43 30 01.51,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08283653',13 36 55.205,+43 34 16.14,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08331011',13 48 19.015,+45 04 10.45,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08301308',13 35 42.156,+45 56 08.09,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08318984',13 43 04.522,+46 07 52.61,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08322212',13 44 26.218,+45 07 16.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08333085',13 49 14.731,+45 54 34.81,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08300085',13 35 13.846,+46 09 31.97,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J13391461+4546063',13 39 14.61,+45 46 06.3,6.0,6.0,60.0,60.0,90.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1350-08326496',13 46 20.875,+46 08 25.73,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08300556',13 42 39.782,+43 34 34.43,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08331221',13 48 25.534,+45 26 28.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08322611',13 44 36.187,+46 00 46.26,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2686302628374119144',13 41 12.970,+46 26 20.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08280950',13 27 21.137,+46 15 53.89,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08332938',13 49 11.011,+46 16 00.73,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08291860',13 31 50.544,+46 02 10.97,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08329795',13 52 18.442,+43 46 22.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08325693',13 46 00.281,+45 26 32.75,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08306202',13 37 44.724,+45 42 31.75,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08263000',13 29 34.078,+44 07 38.10,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08317295',13 42 24.914,+46 26 49.99,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J134157.12+454450.3',13 41 57.126,+45 44 50.31,7.0,7.0,61.0,45.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1275-08335145',13 53 51.257,+43 58 59.59,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08304074',13 36 51.509,+45 43 51.49,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08296904',13 33 55.776,+45 53 21.26,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2686337847105947433',13 26 40.946,+46 19 57.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08321604',13 44 10.519,+45 41 10.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08261018',13 28 48.317,+43 54 03.85,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08295071',13 33 09.838,+49 44 33.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08290831',13 31 26.213,+50 19 54.48,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08291626',13 31 45.362,+49 46 26.22,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'NVSS J133622+513550',13 36 22.930,+51 35 50.34,7.0,7.0,95.0,89.0,0.0,C,O,b'2009yCat.2294....0A'
b'NVSS J132632+515415',13 26 32.2182,+51 54 15.717,9.0,9.0,0.6399999856948853,0.38999998569488525,0.0,B,R,b'2011AJ....142...89P'
b'2MASS J13373476+5109371',13 37 34.765,+51 09 37.14,7.0,7.0,150.0,150.0,90.0,B,I,b'2003yCat.2246....0C'
b'SDSS J132843.56+503915.6',13 28 43.560,+50 39 15.69,7.0,7.0,53.0,47.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1425-07955013',13 25 33.444,+56 52 50.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07968433',13 30 27.264,+57 05 25.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07999954',13 41 07.992,+57 42 26.93,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08043389',13 57 29.146,+57 47 20.98,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07970775',13 31 18.689,+56 50 28.79,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07951265',13 24 10.471,+56 35 53.09,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07949236',13 23 24.353,+57 14 28.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08019810',13 48 03.871,+57 05 10.43,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08027589',13 51 09.497,+57 39 32.11,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07968761',13 30 34.279,+57 42 55.66,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08029386',13 51 53.026,+55 38 15.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08034181',13 53 47.822,+55 50 45.89,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07965980',13 29 33.353,+57 25 39.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08030444',13 52 19.138,+55 29 51.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07985723',13 36 33.146,+58 26 00.49,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J132221.53+564741.8',13 22 21.535,+56 47 41.87,7.0,7.0,89.0,64.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1425-07958696',13 26 52.973,+57 30 56.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08037082',13 54 59.935,+55 43 54.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08034008',13 53 43.529,+56 13 25.10,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08043873',13 57 38.558,+57 57 35.53,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08025143',13 50 11.491,+57 17 38.08,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J134619.02+560926.7',13 46 19.023,+56 09 26.74,7.0,7.0,58.0,52.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1425-07949751',13 23 36.612,+56 44 47.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J133707.84+562314.6',13 37 07.841,+56 23 14.60,7.0,7.0,62.0,54.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1425-07946965',13 22 34.781,+57 23 44.41,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07949302',13 23 25.642,+58 04 22.48,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07952258',13 24 33.497,+56 52 24.67,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08012231',13 45 11.292,+56 39 21.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07957752',13 26 31.750,+57 39 23.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08016650',13 46 51.509,+57 36 42.59,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08037754',13 55 16.135,+56 26 00.35,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07969756',13 30 57.118,+56 41 53.99,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08029729',13 52 01.738,+56 39 34.31,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J132551.47+554354.2',13 25 51.479,+55 43 54.28,7.0,7.0,65.0,61.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1425-07985320',13 36 25.606,+58 24 07.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07958098',13 26 39.934,+57 16 21.50,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07946432',13 22 21.862,+57 57 13.97,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08035902',13 54 29.748,+56 35 41.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07987145',13 37 01.224,+57 14 27.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07980155',13 34 39.079,+57 56 44.84,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08037912',13 55 19.956,+58 11 04.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08014862',13 46 10.330,+57 30 14.62,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08014229',13 45 56.174,+57 32 29.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07945385',13 21 58.586,+57 57 34.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07970515',13 31 13.452,+56 47 02.00,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08041676',13 56 51.518,+55 46 36.08,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07967510',13 30 06.250,+58 17 36.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08044009',13 57 42.175,+56 59 24.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07954796',13 25 29.105,+58 12 04.43,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07975639',13 33 02.647,+57 51 22.68,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07963798',13 28 45.538,+56 29 44.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08046874',13 58 45.456,+58 10 15.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07962011',13 28 03.550,+57 29 16.55,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08030873',13 52 30.166,+55 36 04.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-07949126',13 23 21.456,+57 33 21.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1425-08021251',13 48 37.735,+56 43 17.69,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07662181',14 23 00.746,+04 01 32.38,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J141626.83+021345.3',14 16 26.838,+02 13 45.35,7.0,7.0,187.0,115.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0900-07672776',14 25 05.376,+03 12 01.08,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07630923',14 16 59.364,+03 16 54.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07632824',14 17 22.178,+03 58 42.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07673997',14 25 20.297,+02 27 19.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07668234',14 24 12.701,+03 09 35.71,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07641064',14 18 56.376,+04 13 13.26,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2429588782369997274',14 25 07.488,+03 13 32.09,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07597921',14 10 24.197,+03 12 58.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07694637',14 29 18.348,+03 01 27.88,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07689241',14 28 17.945,+03 23 41.21,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07692770',14 28 58.135,+03 40 51.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07678062',14 26 06.461,+04 16 24.46,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07665078',14 23 35.179,+02 34 20.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2428040669998094603',14 10 11.932,+02 02 50.28,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 0900-07643140',14 19 18.679,+03 18 27.94,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07679092',14 26 19.517,+04 28 54.77,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07689187',14 28 17.453,+03 49 29.35,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07687340',14 27 56.676,+03 28 25.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'LEDA 1245844',14 25 07.3,+03 07 52,5.0,5.0,,,0.0,D,O,b'2003A&A...412...45P'
b'USNO-A2.0 0900-07692756',14 28 58.046,+04 27 00.36,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07643060',14 19 18.122,+04 25 58.19,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2429483229253730984',14 14 01.504,+03 11 09.49,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 0900-07664029',14 23 23.129,+03 43 39.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07650390',14 20 40.082,+03 47 00.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07669180',14 24 24.410,+02 45 01.66,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07641618',14 19 02.726,+04 01 31.37,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07652561',14 21 06.223,+03 28 03.22,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07687484',14 27 58.279,+04 05 21.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07654156',14 21 25.020,+04 21 48.28,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07685963',14 27 41.045,+03 18 01.76,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07599063',14 10 37.541,+03 08 46.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07686418',14 27 45.962,+03 13 48.68,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07646732',14 19 55.020,+02 34 48.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J141853.65+034005.2',14 18 53.649,+03 40 05.15,7.0,7.0,40.0,37.0,0.0,C,O,b'2012ApJS..203...21A'
b'GALEX 2429588782370006677',14 26 16.179,+04 03 17.84,7.0,7.0,44.0,44.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0900-07685719',14 27 37.987,+03 01 37.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07602437',14 11 17.638,+01 41 32.14,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07680801',14 26 39.955,+03 51 27.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07689743',14 28 23.914,+03 27 28.19,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07675402',14 25 36.790,+04 16 32.95,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07693120',14 29 01.963,+03 42 08.93,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07596206',14 10 03.602,+03 33 17.17,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07638938',14 18 34.975,+03 42 55.73,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07683870',14 27 16.241,+03 22 06.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2658260688114286902',14 29 27.967,+02 23 22.63,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07612873',14 13 23.215,+03 23 52.55,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-07696166',14 29 34.241,+02 28 09.98,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
