MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE
b'QSO J0833+5124',08 33 17.4512,+51 24 22.345,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'USNO-A2.0 1350-07326271',08 12 33.281,+49 34 32.05,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07387504',08 26 51.134,+50 45 05.26,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07334050',08 14 24.919,+52 10 53.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J081328.31+500551.6',08 13 28.310,+50 05 51.59,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 1350-07324269',08 12 04.639,+49 43 41.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2683206437990040777',08 13 17.302,+52 21 47.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-07308540',08 08 25.577,+50 00 54.43,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'NVSS J081833+500924',08 18 32.925,+50 09 24.74,7.0,7.0,1690.0,1260.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1350-07385943',08 26 28.406,+50 06 48.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2683206429400108831',08 17 18.187,+52 02 22.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'NVSS J082038+570123',08 20 38.676,+57 01 27.16,7.0,7.0,90.0,80.0,87.0,B,I,b'2003yCat.2246....0C'
b'SDSS J080904.56+571404.4',08 09 04.565,+57 14 04.41,7.0,7.0,105.0,93.0,0.0,C,O,b'2009yCat.2294....0A'
b'2MASS J08074025+5801270',08 07 40.255,+58 01 27.07,7.0,7.0,360.0,340.0,47.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 0900-06230541',08 58 15.230,+01 55 44.00,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2734294111903288055',09 05 00.420,+03 46 55.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06223777',08 57 18.379,+02 40 17.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06223154',08 57 12.708,+03 19 13.19,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06232479',08 58 32.407,+03 25 30.94,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06197907',08 53 36.408,+01 47 01.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06248256',09 00 55.502,+01 40 00.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06283744',09 06 24.506,+02 04 28.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2734294137673089207',08 53 44.203,+02 23 31.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06273680',09 04 49.104,+02 08 50.75,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06233467',08 58 41.011,+02 11 49.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06201116',08 54 03.154,+02 22 37.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06175630',08 50 30.245,+02 14 48.95,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06282537',09 06 13.111,+03 42 29.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06271847',09 04 31.555,+04 14 01.46,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06294996',09 08 04.097,+04 22 21.29,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06273225',09 04 44.376,+01 34 36.23,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06247158',09 00 45.758,+04 00 03.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J09055937+0226507',09 05 59.37,+02 26 50.8,6.0,6.0,90.0,80.0,3.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 0900-06272903',09 04 41.285,+03 57 35.17,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2734294107608318555',09 03 25.550,+02 28 26.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06173787',08 50 15.269,+03 41 16.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06249564',09 01 07.178,+02 23 51.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06180647',08 51 11.570,+01 52 10.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2694395076904224781',09 09 31.419,+03 40 29.52,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 0900-06201993',08 54 11.134,+01 52 48.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06276055',09 05 11.746,+03 23 59.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2694395076904225053',09 10 00.017,+03 44 29.18,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 0900-06279694',09 05 45.506,+03 02 06.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2734294129083154924',09 00 38.686,+01 37 51.46,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2734294141968060074',08 50 43.255,+02 25 05.81,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2694395068314288416',09 00 53.633,+04 00 43.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J08572664+0232442',08 57 26.64,+02 32 44.3,6.0,6.0,110.0,70.0,0.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 0900-06213886',08 55 53.268,+04 22 26.33,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06297184',09 08 24.715,+04 13 51.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06190680',08 52 33.907,+02 49 36.59,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06182805',08 51 28.733,+01 38 31.81,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J08535245+0148034',08 53 52.454,+01 48 03.45,7.0,7.0,150.0,140.0,2.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 0900-06241613',08 59 54.204,+04 25 59.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2694395072609256976',09 07 39.077,+04 19 42.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2734294137673089736',08 55 14.323,+02 33 44.71,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2734294107608320888',09 03 05.969,+03 03 05.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2734294124788191203',09 04 51.065,+02 37 11.75,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0900-06285199',09 06 37.644,+03 45 39.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J090612.64+030900.3',09 06 12.641,+03 09 00.37,7.0,7.0,57.0,55.0,90.0,C,O,b'2012ApJS..203...21A'
b'USNO-A2.0 0975-06139167',09 04 17.602,+07 54 50.33,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06168125',09 09 44.729,+07 32 04.81,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J090310.87+100652.9',09 03 10.878,+10 06 52.92,7.0,7.0,45.0,40.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-06080816',08 53 42.638,+09 48 16.52,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06073480',08 52 27.348,+08 43 39.29,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2734258936121133083',08 57 49.195,+07 41 44.13,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 0975-06166175',09 09 20.450,+07 37 28.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06123130',09 01 17.750,+10 04 21.76,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06078002',08 53 13.762,+09 42 00.94,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06076020',08 52 53.734,+09 17 28.86,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06138521',09 04 10.015,+08 05 34.33,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2734258931826164868',08 56 02.455,+08 16 55.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06071675',08 52 09.655,+08 17 28.97,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693972855849222649',08 54 33.530,+08 52 43.21,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06109612',08 58 47.098,+09 13 32.63,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2734258936121132669',08 57 10.586,+07 35 27.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06135173',09 03 32.923,+07 50 03.48,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASX J08501042+0747589',08 50 10.426,+07 47 58.92,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'USNO-A2.0 0975-06088767',08 55 04.697,+08 47 12.48,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06068042',08 51 34.142,+08 59 08.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693972817194519926',09 01 48.465,+15 53 21.00,7.0,7.0,58.0,48.0,0.0,C,O,b'2009yCat.2294....0A'
b'GALEX 2693972817194516850',09 04 49.995,+14 57 37.34,7.0,7.0,59.0,53.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-06137531',09 03 59.076,+14 23 12.19,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693937645707329864',09 09 44.421,+14 14 33.61,7.0,7.0,64.0,53.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-06134353',09 03 23.316,+13 33 57.46,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06120754',09 00 50.150,+13 39 14.69,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06142302',09 04 53.933,+14 29 17.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'[VV2010] J085111.6+142338',08 51 11.596,+14 23 37.76,7.0,7.0,14.0,13.0,0.0,C,O,b'2011yCat.2306....0A'
b'GALEX 2693972825784453645',09 05 13.286,+14 02 40.34,7.0,7.0,62.0,56.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 0975-06163648',09 08 49.303,+14 42 02.20,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693937645707333204',09 09 32.531,+15 06 36.13,7.0,7.0,63.0,52.0,0.0,C,O,b'2009yCat.2294....0A'
b'GALEX 2693972825784453590',09 03 11.006,+14 01 40.31,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 0975-06154059',09 07 05.863,+14 16 08.26,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J090621.80+133916.3',09 06 21.807,+13 39 16.38,7.0,7.0,614.0,409.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05933124',09 01 21.022,+15 11 29.87,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693937645707332640',09 08 38.556,+14 58 04.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05942858',09 03 19.666,+15 26 19.25,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693972817194519498',09 05 27.157,+15 43 17.51,7.0,7.0,54.0,54.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05956775',09 06 11.354,+15 02 31.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 0975-06143599',09 05 07.939,+14 44 13.38,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'NVSS J090504+143736',09 05 04.596,+14 37 37.72,7.0,7.0,67.0,59.0,0.0,C,O,b'2009yCat.2294....0A'
b'2MASS J09014857+1513393',09 01 48.57,+15 13 39.4,6.0,6.0,260.0,220.0,2.0,B,I,b'2003yCat.2246....0C'
b'PG 0900+142',09 03 31.28,+14 00 49.3,6.0,6.0,160.0,140.0,85.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1050-05942894',09 03 19.894,+15 32 36.71,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05934626',09 01 38.873,+15 41 57.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J09040420+1512542',09 04 04.200,+15 12 54.29,7.0,7.0,320.0,300.0,100.0,B,N,b'2003yCat.2246....0C'
b'SDSS J085503.75+143649.0',08 55 03.756,+14 36 49.00,7.0,7.0,190.0,142.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05901135',08 55 04.090,+19 55 26.00,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J09020921+2153188',09 02 09.22,+21 53 18.8,6.0,6.0,260.0,240.0,171.0,B,I,b'2003yCat.2246....0C'
b'SDSS J085638.99+222123.4',08 56 38.998,+22 21 23.49,7.0,7.0,56.0,52.0,0.0,C,O,b'2009yCat.2294....0A'
b'GALEX 2693691389462447601',09 06 01.500,+22 02 59.39,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J08581331+2037448',08 58 13.315,+20 37 44.89,7.0,7.0,300.0,280.0,0.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1050-05878468',08 50 50.364,+19 55 27.59,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693691380872511983',09 03 27.118,+19 48 42.27,7.0,7.0,46.0,44.0,0.0,C,O,b'2009yCat.2294....0A'
b'GALEX 2733625630308434351',08 59 25.044,+21 56 20.08,7.0,7.0,53.0,51.0,104.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05874194',08 50 01.685,+20 07 29.68,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693691350807743036',08 51 40.353,+21 56 38.79,7.0,7.0,53.0,44.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05971692',09 09 04.798,+20 34 51.38,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693691385167482650',09 00 00.128,+21 41 04.81,7.0,7.0,48.0,46.0,0.0,C,O,b'2009yCat.2294....0A'
b'2MASS J09022323+2053184',09 02 23.24,+20 53 18.4,6.0,6.0,190.0,190.0,90.0,B,I,b'2003yCat.2246....0C'
b'GALEX 2693691385167480170',09 01 44.887,+21 06 37.26,7.0,7.0,60.0,59.0,0.0,C,O,b'2009yCat.2294....0A'
b'GALEX 2693691380872514734',09 04 53.481,+20 30 01.97,7.0,7.0,47.0,39.0,0.0,C,O,b'2009yCat.2294....0A'
b'GALEX 2693691346512773447',08 52 47.885,+20 32 35.98,7.0,7.0,58.0,55.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05888928',08 52 46.903,+22 02 03.12,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05906429',08 56 05.623,+21 16 14.12,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693691380872514805',09 04 33.691,+20 30 50.39,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 1050-05956457',09 06 07.663,+20 50 23.60,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05913934',08 57 33.718,+20 20 04.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05924710',08 59 41.352,+21 11 55.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05902143',08 55 15.038,+20 23 02.98,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J09022691+2050464',09 02 26.91,+20 50 46.5,6.0,6.0,100.0,100.0,90.0,B,I,b'2003yCat.2246....0C'
b'4C 22.22',09 04 49.9,+22 19 41,5.0,5.0,1000.0,1000.0,90.0,C,R,b'1997ApJ...475..479W'
b'GALEX 2733625617423535401',09 08 57.934,+21 00 44.59,7.0,7.0,61.0,56.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05915183',08 57 47.834,+21 48 40.79,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2XMMi J090021.8+210803',09 00 21.926,+21 08 03.71,7.0,7.0,58.0,58.0,90.0,C,O,b'2009yCat.2294....0A'
b'GALEX 2693691350807744131',08 54 17.715,+22 22 59.63,7.0,7.0,63.0,50.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05904320',08 55 41.215,+21 09 04.25,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693691342217806959',08 50 50.689,+19 56 45.46,7.0,7.0,62.0,61.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05873677',08 49 55.692,+20 05 53.63,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J08550158+1941033',08 55 01.58,+19 41 03.4,6.0,6.0,270.0,250.0,79.0,B,I,b'2003yCat.2246....0C'
b'GALEX 2733625617423535638',09 08 57.914,+21 07 16.97,7.0,7.0,61.0,56.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05875410',08 50 15.912,+22 18 43.99,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05940138',09 02 45.302,+19 46 12.43,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05941670',09 03 04.867,+19 43 39.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J09003139+2024416',09 00 31.39,+20 24 41.6,6.0,6.0,70.0,70.0,90.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1050-05913248',08 57 25.634,+19 38 50.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693691385167481951',09 00 08.955,+21 30 50.86,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'2MASS J08583421+2148120',08 58 34.22,+21 48 12.1,6.0,6.0,270.0,230.0,96.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1050-05959130',09 06 40.656,+21 12 59.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05905802',08 55 57.826,+22 03 12.17,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05927410',09 00 13.567,+22 14 41.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J08501526+2158058',08 50 15.27,+21 58 05.8,6.0,6.0,320.0,300.0,4.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1050-05944128',09 03 36.026,+21 22 14.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J08495642+2146524',08 49 56.43,+21 46 52.4,6.0,6.0,210.0,200.0,104.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1050-05970505',09 08 51.060,+20 19 59.45,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05934986',09 01 43.406,+21 13 26.36,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J08504579+2014336',08 50 45.80,+20 14 33.6,6.0,6.0,250.0,210.0,14.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1050-05888931',08 52 46.783,+21 26 09.60,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05916298',08 58 01.654,+20 30 28.66,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05924177',08 59 35.510,+20 49 44.72,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05896135',08 54 07.114,+20 17 47.08,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05928354',09 00 25.210,+20 35 30.62,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J08572584+2130417',08 57 25.85,+21 30 41.8,6.0,6.0,190.0,170.0,15.0,B,I,b'2003yCat.2246....0C'
b'F2M J090355.86+202019.0',09 03 55.86,+20 20 19.0,6.0,6.0,,,0.0,D,,b'2007ApJ...667..673G'
b'USNO-A2.0 1050-05942848',09 03 19.548,+20 15 35.86,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05939330',09 02 35.765,+22 26 38.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05916885',08 58 08.662,+20 21 12.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05939426',09 02 36.758,+20 14 22.88,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05869990',08 49 14.095,+22 24 30.49,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2485285643386619202',08 57 34.017,+19 41 46.97,7.0,7.0,53.0,48.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05953204',09 05 27.821,+20 40 42.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05874902',08 50 09.566,+21 02 41.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693691389462447149',09 03 27.669,+21 55 51.78,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'2MASS J08593408+1947501',08 59 34.09,+19 47 50.2,6.0,6.0,250.0,240.0,71.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1050-05929773',09 00 41.414,+20 32 55.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05870820',08 49 23.520,+20 29 51.22,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05905208',08 55 51.336,+21 09 01.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2733625630308435766',08 59 23.617,+22 17 27.07,7.0,7.0,49.0,49.0,90.0,C,O,b'2009yCat.2294....0A'
b'GALEX 2693691389462447192',09 05 43.991,+21 56 28.51,7.0,7.0,52.0,49.0,90.0,C,O,b'2009yCat.2294....0A'
b'2MASS J08545261+2223001',08 54 52.61,+22 23 00.2,6.0,6.0,150.0,120.0,6.0,B,I,b'2003yCat.2246....0C'
b'2MASS J09055459+2052014',09 05 54.60,+20 52 01.4,6.0,6.0,280.0,240.0,103.0,B,I,b'2003yCat.2246....0C'
b'[VV2010] J090805.9+202344',09 08 05.870,+20 23 44.92,7.0,7.0,44.0,43.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05912580',08 57 17.786,+19 51 08.14,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2XMMi J090036.1+204830',09 00 36.167,+20 48 30.52,7.0,7.0,52.0,47.0,90.0,C,O,b'2009yCat.2294....0A'
b'SDSS J085324.08+193022.6',08 53 24.084,+19 30 22.59,7.0,7.0,10.0,10.0,90.0,C,O,b'2012ApJS..203...21A'
b'USNO-A2.0 1050-05938701',09 02 27.890,+19 41 43.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05934249',09 01 34.354,+19 52 30.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05895877',08 54 04.277,+20 47 04.88,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05904535',08 55 43.721,+20 15 08.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05975713',09 09 53.573,+20 10 44.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05955519',09 05 55.882,+22 23 45.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05939883',09 02 42.074,+20 49 47.10,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05946072',09 04 01.231,+20 31 24.17,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'[VV2010c] J090402.0+222242',09 04 02.010,+22 22 42.14,7.0,7.0,51.0,47.0,90.0,C,O,b'2009yCat.2294....0A'
b'2MASS J09011845+2214301',09 01 18.45,+22 14 30.2,6.0,6.0,260.0,240.0,81.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1050-05944157',09 03 36.209,+20 35 56.62,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1050-05920587',08 58 53.081,+20 42 58.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2733625621718502075',09 02 46.837,+21 09 23.93,7.0,7.0,59.0,58.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05972588',09 09 14.856,+20 52 08.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2693691363692645108',09 00 21.749,+20 36 54.52,7.0,7.0,44.0,44.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05909369',08 56 40.802,+21 25 12.14,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2733625617423533684',09 10 09.087,+20 36 27.74,7.0,7.0,46.0,43.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1050-05918959',08 58 33.494,+20 23 37.61,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J09002651+2041586',09 00 26.51,+20 41 58.7,6.0,6.0,120.0,120.0,90.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1125-05835511',09 10 18.768,+28 18 56.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
